Site,Date,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,FCW_Number,Year,site_code,Lat,Long,location,Campaign,watershed,status,Buffer_Level,Watershed_Level,distance_upstream_km,season,Distance,Xdistance,order
Joe Wright Inlet,9/19/22,0.95,1.08,0.23,0.57,0.22,6.97,593.71,84.17,1.88,0.03,0.68,2.19,11.11,0.02,0.57,0.82,0,8.31,1868,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Barnes Meadow Outflow,9/20/22,2.23,3.46,0.84,5.96,0.65,6.81,828.15,98.31,2.4,0.69,1.33,1.66,14.16,0.03,1.73,0.22,0.1,3.91,1897,2022,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,SUMMER,7,NA,11
Barnes Meadow Reservoir,9/20/22,1.25,2.08,1.79,5.79,0.32,6.9,642.4,82.54,2.42,0.03,1.29,1.63,11.92,0.05,1.69,0.07,0,7.03,1898,2022,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,SUMMER,6,7,10
Chambers Inlet,9/20/22,1.77,1.25,0.77,2.93,0.28,6.9,442.8,52.05,1.48,0.02,0.7,1.41,6.97,0.07,0.64,0.45,0,2.71,1896,2022,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,SUMMER,3 - CBRI,3,5
Chambers Reservoir,9/20/22,2.45,1.78,0.82,2.45,0.1,6.89,485.92,53.49,1.53,0.01,0.79,1.24,7.27,0.06,0.55,0.16,0,2.41,1899,2022,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,SUMMER,4 - CBRR,4,6
Chambers Outflow,9/20/22,0.17,0.19,1.38,2.42,0.14,6.86,490.89,54.07,1.48,0.05,0.79,1.26,7.77,0.05,0.52,0.11,0,2.31,1900,2022,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,SUMMER,5 - CHD,5,7
Peterson Outlet,9/20/22,10.35,9.95,5.54,4.15,0.18,6.96,441.88,52.02,2.44,0.03,1.3,0.99,6.77,0.03,0.94,0.08,0,2.16,1893,2022,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,999,NA,9
Peterson Reservoir,9/20/22,14.29,12.92,4.3,3.76,0.13,6.85,421.85,49.58,2.27,0.01,1.36,0.94,6.27,0.03,0.99,0.09,0.13,2.16,1892,2022,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,SUMMER,99,NA,8
Joe Wright Reservoir,9/20/22,1.82,1.81,2.68,2.33,0.19,6.96,525.81,57.46,1.55,0.03,0.62,1.43,7.34,0.08,0.49,0.08,0,3.29,1895,2022,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,SUMMER,2 - JOER,2,4
Joe Wright Inlet,9/20/22,0.58,0.2,0.24,0.54,0.25,6.96,646.28,81.86,1.75,0.07,0.58,2.05,10.84,0.11,0.51,0.71,0,7.94,1894,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,SUMMER,1 - JOEI,1,3
Long Draw Outlet,9/20/22,2.49,3.36,4.11,1.85,0.14,6.95,360.37,57.18,1.02,0.04,0.52,1.33,8.01,0.26,0.12,0.35,0,9.04,1891,2022,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,SUMMER,9,NA,2
Long Draw Reservoir,9/20/22,3.53,1.67,1.5,1.97,0.17,6.89,366.31,58.71,1.08,0.07,0.55,1.41,7.73,0.25,0.12,0.39,0,9.33,1890,2022,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,SUMMER,8,6,1
Beaver,9/22/22,4.95,1.22,NA,2.35,0.11,6.96,369.4,39.97,2.04,0.06,0.62,1.08,4.88,0.03,0.47,0.15,0,1.48,1909,2022,BEAV,40.579336,-105.5940998,Stream,South Fork,CLP Tributary,Partially Burned,NA,NA,61.499,SUMMER,17 - BEAV,18,18
JWC-Joe Wright @ Aspen Glen Campground,9/23/22,1.71,1.8,2.91,2.34,0.25,7,510.46,54.53,1.66,0.04,0.79,1.29,6.98,0.06,0.62,0.08,0,2.34,1910,2022,JWC,40.62055,-105.8183,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,80.916,SUMMER,18 - JWC,19,19
Poudre at Bellvue Diversion,9/23/22,11.22,8.6,0.62,2.18,0.08,6.98,598.04,68.67,2.68,0.07,0.94,1.85,8.4,0.11,1.3,0.08,0,3.09,1918,2022,PBD,40.663976,-105.215337,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,0,SUMMER,25 - PBD,26,26
Poudre Below Rustic,9/23/22,2.78,1.8,1.2,2.18,0.06,6.91,518.52,60.13,2.15,0.05,0.92,1.63,7.67,0.08,0.95,0.08,0,3.06,1913,2022,PBR,40.700221,-105.544028,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,47.262,SUMMER,21 - PBR,22,22
Poudre Above Joe Wright,9/23/22,0.87,1.4,3.45,2.42,0.85,6.87,353.99,45.66,1.9,0.03,0.7,1.19,5.86,0.12,0.75,0.52,0,3.62,1911,2022,PJW,40.634567,-105.807017,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,80.916,SUMMER,19 - PJW,20,20
Poudre Above North Fork,9/23/22,6.48,4.6,0.9,2.02,0.13,6.93,563.8,64.85,2.38,0.06,0.9,1.71,7.91,0.1,1.01,0.08,0,3.05,1917,2022,PNF,40.702459,-105.241588,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,7.471,SUMMER,24 - PNF,25,25
Poudre Below S. Fork,9/23/22,4.34,3.41,0.95,2.33,0.08,6.92,497.31,60.44,2.29,0.04,0.89,1.62,7.28,0.09,0.89,0.08,0,3.85,1916,2022,PSF,40.694953,-105.448748,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,33.951,SUMMER,23 - PSF,24,24
Poudre South Fork,9/23/22,5.52,4.2,1.47,1.96,0.06,6.89,444.64,47.34,2.38,0.02,0.71,1.26,5.35,0.14,0.59,0.2,0,1.89,1914,2022,SFM,40.61825,-105.525583,Mainstem,South Fork,CLP Mainstem-Canyon,Partially Burned,NA,NA,53.476,SUMMER,22 - SFM,23,23
Sleeping Elephant,9/23/22,2.43,2.4,2.6,2.29,0.28,6.86,438.68,52.37,1.81,0.03,0.79,1.31,7.01,0.08,0.69,0.13,0,2.75,1912,2022,SLEP,40.682439,-105.771986,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,73.161,SUMMER,20 - SLEP,21,21
Barnes Meadow Outflow,9/27/22,8.38,10.91,5.34,5.94,0.44,6.8,620.23,82.34,2.54,0.36,1.37,1.64,11.2,0.05,1.66,0.2,0.12,5.41,1928,2022,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,FALL,7,NA,11
Barnes Meadow Reservoir,9/27/22,0.66,0.19,3.33,5.69,0.3,6.9,644.33,84.13,2.47,0.05,1.31,1.6,11.31,0.05,1.63,0.08,0,6.72,1929,2022,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,FALL,6,7,10
Chambers Inlet,9/27/22,1.19,0.56,0.92,2.82,0.25,6.89,464.57,55.67,1.53,0.02,0.73,1.48,7.46,0.06,0.69,0.43,0,2.74,1926,2022,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,FALL,3 - CBRI,3,5
Chambers Reservoir,9/27/22,0.56,0.64,2.17,2.6,0.23,6.92,491.08,54.39,1.63,0.09,0.86,1.34,7.46,0.07,0.63,0.07,0,2.52,1930,2022,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,FALL,4 - CBRR,4,6
Chambers Outflow,9/27/22,0.53,0.57,3.41,2.56,0.15,6.91,491.11,55.79,1.57,0.07,0.85,1.43,7.45,0.06,0.62,0.08,0.12,2.52,1931,2022,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,FALL,5 - CHD,5,7
Peterson Outlet,9/27/22,27.14,40.91,5.42,4.55,0.13,6.86,402.06,54.73,2.67,0.02,1.68,1.03,7.06,0.03,1.66,0.07,0,2.3,1923,2022,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,FALL,999,NA,9
Peterson Reservoir,9/27/22,8.8,6.3,3.28,4.11,0.1,6.86,465.65,53.05,2.56,0.01,1.56,1.05,6.62,0.03,1.06,0.14,0,2.36,1922,2022,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,FALL,99,NA,8
Joe Wright Reservoir,9/27/22,0.34,0.32,1.25,2.62,0.2,6.96,494.98,57.78,1.49,0.03,0.63,1.5,7.52,0.08,0.54,0.1,0,3.45,1925,2022,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,FALL,2 - JOER,2,4
Joe Wright Inlet,9/27/22,0.24,0.93,0.26,0.66,0.23,6.92,561.4,79.76,1.95,0.03,0.63,2.08,10.63,0.12,0.62,0.71,0.12,8.75,1924,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,FALL,1 - JOEI,1,3
Long Draw Outlet,9/27/22,0.91,0.96,3.63,2.22,0.14,6.9,419.7,68.14,1.17,0.02,0.62,1.52,9.62,0.28,0.14,0.31,0,9.93,1921,2022,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,FALL,9,NA,2
Long Draw Reservoir,9/27/22,0.93,1,2.4,1.99,0.18,6.83,382.92,60.84,1.05,0.03,0.54,1.37,8.31,0.25,0.13,0.32,0,9.96,1919,2022,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,FALL,8,6,1
Comanche Inflow,9/28/22,0.28,0.41,0.22,1.84,0.28,6.87,250,32.83,1.87,0.04,0.39,0.84,4.11,0.02,0.35,0.81,0.13,1.45,1932,2022,COMI,40.5858963,-105.6626,Inflow,South Fork,Comanche Reservoir,Burned,0.455764411,0.173174601,72.236,FALL,11 - COMI,12,12
Comanche Outflow,9/28/22,0.83,1,1.45,2.29,0.12,6.84,309.91,38.85,2.37,0.04,0.58,0.99,4.54,0.03,0.5,0.38,0.14,1.88,1937,2022,COMO,40.5846048,-105.6440011,Outflow,South Fork,Comanche Reservoir,Burned,0.455764411,0.249668325,61.499,FALL,13 - COMO,14,14
Comanche Reservoir,9/28/22,1.65,2.35,1.84,2.39,0.15,6.94,370.83,40.14,2.28,0.05,0.58,1.08,4.68,0.02,0.51,0.32,0,1.78,1934,2022,COMR,40.5853086,-105.6455009,Reservoir,South Fork,Comanche Reservoir,Burned,0.455764411,0.249668325,70.774,FALL,12 - COMR,13,13
Hourglass Inflow,9/28/22,0.16,0.2,0.34,1.08,0.17,6.85,159.22,22.66,1.44,0,0.37,0.66,2.93,0.03,0.2,0.7,0,1.23,1935,2022,HORI,40.5805091,-105.6409321,Inflow,South Fork,Hourglass Reservoir,Burned,0.400968679,0.050851143,61.499,FALL,14 - HORI,15,15
Hourglass Outflow,9/28/22,5.52,3.78,11.07,2.4,0.13,6.94,443.05,38.7,1.69,0.02,0.49,0.68,3.45,0.02,0.4,0.33,0,1.02,1939,2022,HORO,40.5828742,-105.6309523,Outflow,South Fork,Hourglass Reservoir,Burned,0.400968679,0.101627306,61.499,FALL,16 - HORO,17,17
Hourglass Reservoir,9/28/22,2.29,1.61,12.31,2.44,0.11,6.92,349.61,33.88,1.8,0.02,0.54,0.85,3.49,0.04,0.27,0.22,0,0.89,1938,2022,HORR,40.582032,-105.6314023,Reservoir,South Fork,Hourglass Reservoir,Burned,0.400968679,0.101627306,61.499,FALL,15 - HORR,16,16
Beaver,9/28/22,3.85,2.4,2.12,2.09,0.2,6.96,380.02,41.92,2,0.03,0.64,1.03,4.84,0.02,0.43,0.16,0,1.51,1940,2022,BEAV,40.579336,-105.5940998,Stream,South Fork,CLP Tributary,Partially Burned,NA,NA,61.499,FALL,17 - BEAV,18,18
Poudre South Fork,9/28/22,0.22,0,0.95,1.96,0.07,6.94,394.93,43.07,2.31,0.01,0.65,1.23,5.21,0.12,0.55,0.23,0,1.83,1941,2022,SFM,40.61825,-105.525583,Mainstem,South Fork,CLP Mainstem-Canyon,Partially Burned,NA,NA,53.476,FALL,22 - SFM,23,23
Barnes Meadow Outflow,10/4/22,3.57,1.38,1.77,5.96,0.59,6.97,598.97,86.77,3.09,0.07,1.08,1.56,11.84,0.04,1.71,0.41,0,8.2,1949,2022,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,FALL,7,NA,11
Barnes Meadow Reservoir,10/4/22,1.82,1.19,3.8,5.96,0.35,6.97,564.07,82.46,3.02,0.02,0.98,1.6,11.78,0.05,1.7,0.18,0,6.93,1950,2022,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,FALL,6,7,10
Chambers Inlet,10/4/22,0.73,0.38,1.76,2.51,0.14,6.97,429.52,55.12,2.15,0,0.41,1.48,7.36,0.08,0.69,0.13,0,3.94,1948,2022,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,FALL,3 - CBRI,3,5
Chambers Reservoir,10/4/22,1.41,0.82,2.66,2.51,0.37,7.01,448.22,53.55,1.96,0.02,0.56,1.3,7.5,0.06,0.68,0.1,0,3.03,1951,2022,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,FALL,4 - CBRR,4,6
Chambers Outflow,10/4/22,0.85,0.96,3.42,2.61,0.08,7.07,495.62,57.93,2.01,0.02,0.61,1.43,7.93,0.06,0.69,0.04,0,3.01,1952,2022,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,FALL,5 - CHD,5,7
Peterson Outlet,10/4/22,9.26,8.08,3.48,4.08,0.21,6.94,415.25,54.6,3.13,0.01,1.16,0.93,6.76,0.04,1.46,0.14,0,2.75,1945,2022,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,FALL,999,NA,9
Peterson Reservoir,10/4/22,9.53,8.3,1.59,3.65,0.2,6.9,358.58,48.77,2.73,0.01,1.13,0.88,5.83,0.04,1.34,0.18,0,2.57,1944,2022,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,FALL,99,NA,8
Joe Wright Reservoir,10/4/22,13.08,17.5,1.92,2.69,0.08,6.9,479.46,57.05,1.71,0.01,0.45,1.66,7.81,0.08,0.56,0.1,0,3.65,1947,2022,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,FALL,2 - JOER,2,4
Joe Wright Inlet,10/4/22,0.84,1.21,0.25,0.83,0.24,6.99,545.79,82.37,2.61,0.01,0.43,2.12,10.81,0.12,1.02,0.61,0.08,8.98,1946,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,FALL,1 - JOEI,1,3
Long Draw Outlet,10/4/22,0.95,0.99,3.65,1.88,0.16,6.86,424.58,64.1,1.53,0.02,0.41,1.43,8.86,0.26,0.19,0.21,0,9.44,1943,2022,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,FALL,9,NA,2
Long Draw Reservoir,10/4/22,0.77,1.11,3.69,1.87,0.19,6.97,366.54,61.47,1.48,0.02,0.36,1.39,8.52,0.28,0.17,0.24,0,9.64,1942,2022,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,FALL,8,6,1
Beaver,10/6/22,3.47,1.3,NA,1.98,0.14,6.98,396.85,45.28,2.71,0.03,0.49,1.15,4.93,0.04,0.6,0.25,0,2.25,1961,2022,BEAV,40.579336,-105.5940998,Stream,South Fork,CLP Tributary,Partially Burned,NA,NA,61.499,FALL,17 - BEAV,18,18
JWC-Joe Wright @ Aspen Glen Campground,10/7/22,4.43,3.24,1.16,2.42,0.27,7.03,537.82,65.78,2.54,0,0.73,1.59,8.56,0.06,1.04,0.16,0,3.23,1962,2022,JWC,40.62055,-105.8183,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,80.916,FALL,18 - JWC,19,19
Poudre at Bellvue Diversion,10/7/22,0.92,2.22,0.48,2.35,0.09,7.2,890.54,89.75,2.79,0.06,1.21,2.34,9.03,0.12,1.78,0.07,0,4.12,1969,2022,PBD,40.663976,-105.215337,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,0,FALL,25 - PBD,26,26
Poudre Below Rustic,10/7/22,0.84,0.74,0.39,1.69,0.04,7.11,691.89,78.97,3.74,0.01,0.95,2.42,9.89,0.1,1.58,0.08,0,4.47,1965,2022,PBR,40.700221,-105.544028,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,47.262,FALL,21 - PBR,22,22
Poudre Above Joe Wright,10/7/22,0.49,1.51,0.58,2.03,0.41,6.96,402.07,50.14,2.69,0.02,0.53,1.3,6.05,0.11,0.73,0.75,0,3.29,1963,2022,PJW,40.634567,-105.807017,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,80.916,FALL,19 - PJW,20,20
Poudre Above North Fork,10/7/22,3.67,1.3,0.24,2.04,0.14,7.1,620.01,77.08,3.75,0.02,0.81,2.18,9.38,0.11,1.66,0.07,0,4,1968,2022,PNF,40.702459,-105.241588,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,7.471,FALL,24 - PNF,25,25
Poudre Below S. Fork,10/7/22,1.45,1.35,0.49,1.93,0.11,7.1,587.04,73.31,3.52,0.01,0.83,2.12,8.98,0.11,1.33,0.06,0,3.91,1967,2022,PSF,40.694953,-105.448748,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,33.951,FALL,23 - PSF,24,24
Poudre South Fork,10/7/22,0.39,1.76,NA,1.84,0.32,7.01,439.71,52.96,3.41,0.02,0.45,1.41,5.86,0.15,0.64,0.24,0,2.67,1966,2022,SFM,40.61825,-105.525583,Mainstem,South Fork,CLP Mainstem-Canyon,Partially Burned,NA,NA,53.476,FALL,22 - SFM,23,23
Sleeping Elephant,10/7/22,0.91,1.32,0.68,2.17,0.28,6.99,555.2,64.34,2.77,0.02,0.63,1.76,7.88,0.11,0.94,0.5,0,3.61,1964,2022,SLEP,40.682439,-105.771986,Mainstem,Mainstem,CLP Mainstem-Canyon,Partially Burned,NA,NA,73.161,FALL,20 - SLEP,21,21
Barnes Meadow Outflow,10/11/22,2.21,2.18,4.62,6.02,0.41,7,633.7,89.3,3.12,0.05,1.08,1.56,11.89,0.03,1.73,0.34,0,8.33,1977,2022,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,FALL,7,NA,11
Barnes Meadow Reservoir,10/11/22,1.86,0.97,4.9,5.79,0.26,7.02,559.54,83.54,3.12,0.01,1.02,1.66,11.85,0.02,1.72,0.12,0,6.9,1978,2022,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,FALL,6,7,10
Chambers Inlet,10/11/22,0.31,0.41,0.74,2.09,0.19,7.08,486.82,58.54,2.02,0.01,0.42,1.51,7.46,0.05,0.72,0.08,0,4,1976,2022,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,FALL,3 - CBRI,3,5
Chambers Reservoir,10/11/22,1.43,1.37,4.64,2.58,0.38,7.04,431.24,53.14,2.09,0.01,0.5,1.38,7.52,0.05,0.71,0.12,0,3.09,1979,2022,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,FALL,4 - CBRR,4,6
Chambers Outflow,10/11/22,0.77,0.93,5.24,2.59,0.14,7.03,449.16,56.02,2.13,0.02,0.6,1.55,8.02,0.05,0.73,0.04,0,3.13,1980,2022,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,FALL,5 - CHD,5,7
Peterson Outlet,10/11/22,21.75,20.2,6.63,4.05,0.23,7.01,397.99,53.24,3.08,0.02,1.08,0.88,6.55,0.02,1.54,0.08,0,2.89,1973,2022,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,FALL,999,NA,9
Peterson Reservoir,10/11/22,5.03,5,2.99,4.1,0.2,6.94,364.51,47.13,2.66,0.01,1.1,0.9,5.88,0.03,1.44,0.12,0,2.58,1972,2022,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,FALL,99,NA,8
Joe Wright Reservoir,10/11/22,0.67,0.75,2.36,3.13,0.19,6.97,508.08,59.63,1.72,0.01,0.48,1.68,7.83,0.08,0.59,0.08,0,3.72,1975,2022,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,FALL,2 - JOER,2,4
Joe Wright Inlet,10/11/22,0.63,1.2,0.21,0.95,0.31,7.04,572.22,78.85,2.58,0.01,0.41,2.02,10.34,0.07,0.97,0.58,0.04,9.02,1974,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,FALL,1 - JOEI,1,3
Long Draw Outlet,10/11/22,0.84,0.8,2.19,2.09,0.24,6.97,423.25,63.53,1.44,0.01,0.39,1.42,8.58,0.19,0.14,0.18,0,9.21,1971,2022,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,FALL,9,NA,2
Long Draw Reservoir,10/11/22,1.04,1,2.92,2.09,0.26,6.94,323.59,60.59,1.46,0.01,0.34,1.44,8.63,0.12,0.16,0.21,0,9.89,1970,2022,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,FALL,8,6,1
Barnes Meadow Outflow,10/18/22,1.42,0.8,4.5,6.19,0.29,7.07,611.91,84.97,2.91,0.01,0.88,1.47,12.06,0.05,1.69,0.17,0,7.06,1990,2022,BMD,40.60065,-105.836717,Outflow,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,84.049,FALL,7,NA,11
Barnes Meadow Reservoir,10/18/22,3.45,2.22,3.74,6.26,0.26,7.07,593.45,81.64,2.91,0.02,0.89,1.45,11.49,0.05,1.67,0.15,0,7.07,1991,2022,BRNR,40.599908,-105.830604,Reservoir,Chambers Complex,Barnes Meadow Reservoir,Burned,0.18453004,0.449076849,85.149,FALL,6,7,10
Chambers Inlet,10/18/22,0.72,0.59,0.77,1.9,0.14,6.87,500.78,58.01,2.56,0.02,0.58,1.34,7.35,0.07,0.77,0.26,0,3.37,1989,2022,CBRI,40.57795281,-105.8572773,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.11067458,90.13,FALL,3 - CBRI,3,5
Chambers Reservoir,10/18/22,0.59,0.75,2.49,2.72,0.33,7.05,487.77,57.9,2.04,0.02,0.57,1.38,8.15,0.07,0.69,0.08,0,2.97,1992,2022,CBRR,40.60438415,-105.8432698,Reservoir,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,87.814,FALL,4 - CBRR,4,6
Chambers Outflow,10/18/22,0.51,0.2,2.91,2.48,0.12,7.06,421.63,51.76,2.1,0.03,0.52,1.24,7.12,0.06,0.71,0.09,0,3.04,1993,2022,CHD,40.60233229,-105.8427286,Outflow,Chambers Complex,Chambers Reservoir,Burned,0.329905336,0.191350672,86.049,FALL,5 - CHD,5,7
Peterson Outlet,10/18/22,13.12,13.08,3.62,3.57,0.25,6.84,381.7,50.96,2.99,0.02,1,0.84,6.32,0.02,1.33,0.07,0,2.93,1984,2022,PTRO,40.56063874,-105.7929021,Outflow,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,FALL,999,NA,9
Peterson Reservoir,10/18/22,11.61,8.2,6.88,3.87,0.19,6.81,359.02,46.28,2.31,0.01,1,0.83,5.61,0.04,1.17,0.13,0,2.66,1983,2022,PTRR,40.55936515,-105.7940034,Reservoir,Longdraw,Peterson Reservoir,Burned,0.32090379,0.305506264,91.236,FALL,99,NA,8
Joe Wright Reservoir,10/18/22,0.84,1.2,1.54,2.48,0.06,6.86,500.35,59.36,1.74,0.02,0.41,1.72,7.8,0.08,0.6,0.07,0,3.7,1986,2022,JOER,40.55593744,-105.8749619,Reservoir,Chambers Complex,Joe Wright Reservoir,Partially Burned,0.006530549,0.048734263,93.218,FALL,2 - JOER,2,4
Joe Wright Inlet,10/18/22,0.84,1.6,0.58,0.74,0.24,6.85,554.92,78.89,2.49,0.03,0.38,1.97,10.22,0.06,0.94,0.58,0,9.13,1985,2022,JOEI,40.54013102,-105.8831698,Inflow,Chambers Complex,Joe Wright Reservoir,Unburned,0.006530549,0,95.264,FALL,1 - JOEI,1,3
Long Draw Outlet,10/18/22,0.77,0.8,1.87,2.04,0.3,6.92,401.03,60.25,1.31,0.01,0.32,1.41,8.21,0.12,0.12,0.14,0,9.02,1982,2022,LNGO,40.50368571,-105.7709459,Outflow,Longdraw,Long Draw Reservoir,Unburned,0,0,98.705,FALL,9,NA,2
Long Draw Reservoir,10/18/22,0.62,1.6,2.2,2.14,0.13,6.79,348.16,58.08,1.34,0.02,0.32,1.37,8.44,0.13,0.14,0.18,0,9.66,1981,2022,LNGR,40.50087627,-105.7725307,Reservoir,Longdraw,Long Draw Reservoir,Unburned,0,0,100.445,FALL,8,6,1
Beaver,10/20/22,2.12,1.8,NA,1.86,0.24,6.99,384.3,45.34,2.87,0,0.46,1,5.14,0.04,0.58,0.38,0,2.29,2003,2022,BEAV,40.579336,-105.5940998,Stream,South Fork,CLP Tributary,Partially Burned,NA,NA,61.499,FALL,17 - BEAV,18,18
