IDNo,Era,FCW,EraSamp,NewEra,Proj_General,ProjID,Proj_Specific,Storm,Site,SiteDescr,SiteLabel,BurnClass,DwnStrm,VAR00017,Area_ha,Burn_ha,BurnPer,HiPer,HiModPer,FishTrib,SiteType,SiteCode,CP_ISCOs,FishISCO,CP_CoreTrib,CP_PreTrib,PreCP_Period,PrePostTrib,CLP_UPDwn,Trt_CP,CP_TrtID,PrePost_CP,PrePost_ID,Trt_Cit,PrePost_Cit,HighPk_trt,HighPk_prepost,Date,Month,Season,Year,Time,ISCOEVENT,Bottle,Duration,LocType,EventType,SampleType,SampleTypeID,Temp,Stage_PBR_ft,Q_cfs,Turbidity,Turbidity,TSS,Zerod_TSS,ChlA,Al_ppm,Si_ppm,P_ppm,Mn_ppb,Fe_ppb,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,NO3N,NH4N,DIN,DON,ANC_A,H,Ca_A,Mg_A,Na_A,K_A,NH4_A,F_A,CL_A,NO3_A,PO4_A,SO4_A,ANIONS,CATIONS,ION,DIFF,BASES,ACIDS,ALK,ION_A,DIFF_A,COND,COND_A,LABNOTES,BOTTLENOTES,Collector,Outlier,Outlier_Comm,VAR00010,VAR00011,V91,V92,TSS_NOTES,filter_$
FCW 811,FCW,1,811,811,CAMPK,1,STORM,2,Long Draw Outlet,LNGO_080421,LNGO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_OUT,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,UNBURN,1,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,3,3,,,0.21,,,,,,5.69,0.31,6.88,195.97,36.31,0.94,0.05,0.52,0.77,4.68,0.26,0.16,0.56,0,7.44,0.13,0.04,0.17,0.15,195.97,0.13,233.42,63.14,41.02,13.27,2.83,13.69,4.46,9,0,154.85,377.96,353.81,731.77,3.3,350.85,168.31,182.54,OK,6.98,OK,38.84,,,Sam Struthers,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 812,FCW,1,812,812,CAMPK,1,STORM,2,Poudre North Fork,PONO_080421,PONO,1,#NULL!,#NULL!,1863,0,0,0,0,#NULL!,TRIB,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,UNBURN,1,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,2.4,2.25,2.25,,,,,,,,,5.93,0.14,6.97,293.09,31.42,2.3,0.01,0.4,0.79,3.04,0.09,0.24,0.17,0,2.2,0.04,0.01,0.05,0.09,293.09,0.11,151.76,65.3,100.13,10.13,0.67,4.63,6.77,2.82,0,45.77,353.09,328.09,681.17,3.67,327.31,55.36,271.95,OK,6.3,OK,33.4,,,Casey Villars,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,1
FCW 813,FCW,1,813,813,CAMPK,1,STORM,2,Peterson Outlet,PTRO_080421,PTRO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_OUT,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,4.5,4.5,,,0.13,,,,,,10.28,0.56,6.73,182,44.32,1.48,0.13,1.27,0.63,5.9,0.04,0.87,0.42,0,7.4,0.1,0.1,0.2,0.36,182,0.19,294.3,51.9,64.38,32.38,7.15,2.21,24.52,6.8,0,154.05,369.58,450.3,819.87,-9.85,442.96,185.37,257.59,OK,1.61,OK,45.04,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 814,FCW,1,814,814,CAMPK,1,STORM,2,Peterson Outlet,PTRO_080421,PTRO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_OUT,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,DUPLICATE,,DUPLICATE,2,#NULL!,2.46,,#NULL!, ,,,0.1,,,,,,10.38,0.57,6.74,192.36,44.09,1.49,0.15,1.27,0.62,5.98,0.04,0.87,0.42,0,7.41,0.1,0.11,0.21,0.36,192.36,0.18,298.38,50.73,64.77,32.38,8.15,2.16,24.59,6.84,0,154.33,380.28,454.59,834.87,-8.9,446.26,185.76,260.5,OK,3.8,OK,45.77,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 815,FCW,1,815,815,CAMPK,1,STORM,2,South Lone Pine,SOLP_080421,SOLP,1,#NULL!,#NULL!,2226,528,24,0,14,#NULL!,TRIB,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,UNBURN,1,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,5,5,2.31,,,,,,,,10.74,0.34,7.17,558.1,63.06,3.82,0.02,0.67,1.54,6.26,0.15,1.84,0.54,0,2.97,0.12,0.02,0.14,0.2,558.1,0.07,312.43,126.39,166.33,17.01,1.33,7.9,51.96,8.77,0,61.91,688.64,623.56,1312.2,4.96,622.16,122.64,499.53,OK,2.98,OK,64.94,,,Casey Villars,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,1
FCW 816,FCW,1,816,816,CAMPK,1,STORM,2,Peterson Reservoir,PTRR_080421,PTRR,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_OUT,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,2.25,2.25,,,0.22,,,,,,9.76,0.5,6.79,186.58,35.13,1.56,0.12,1.27,0.62,4.05,0.05,0.77,0.17,0,6.89,0.04,0.09,0.13,0.37,186.58,0.16,202.32,50.67,67.94,32.48,6.38,2.42,21.62,2.7,0,143.42,356.75,359.95,716.7,-0.45,353.41,167.75,185.67,OK,11.69,OK,39.23,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 817,FCW,1,817,817,CAMPK,1,STORM,2,Joe Wright Inlet,JOEI_080421,JOEI,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_IN,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,UNBURN,1,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,2.5,2.5,,,0.27,,,,,,6.95,0.24,7.12,422.1,51.38,1.48,0.01,0.47,1.16,5.89,0.13,0.29,0.38,0,6.34,0.09,0.01,0.1,0.15,422.1,0.08,293.75,95.04,64.55,11.97,0.67,6.79,8.22,6.19,0,132.11,575.41,466.05,1041.47,10.5,465.31,146.52,318.79,OK,2.5,OK,52.66,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 818,FCW,1,818,818,CAMPK,1,STORM,2,Joe Wright Reservoir,JOER_080421,JOER,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_POOL,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,UNBURN,1,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,2.5,2.5,,,0.83,,,,,,6.85,0.17,7.04,324.09,40.82,1.39,0.01,0.62,0.9,5.25,0.09,0.47,0.02,0,3.83,0.01,0.01,0.02,0.16,324.09,0.09,261.8,74.06,60.42,15.91,0.72,4.9,13.32,0.37,0,79.78,422.46,413,835.46,1.13,412.19,93.48,318.71,OK,3.1,OK,42.08,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 819,FCW,1,819,819,CAMPK,1,STORM,2,Chambers Inlet,CBRI_080421,CBRI,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_IN,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,3.25,3.25,,,0.47,,,,,,8.46,0.24,7.11,367.5,39.08,1.77,0.01,0.78,0.9,4.78,0.07,0.63,0.1,0,3.34,0.02,0,0.03,0.21,367.5,0.08,238.66,74.12,76.86,19.92,0.33,3.47,17.69,1.68,0,69.59,459.93,409.98,869.91,5.74,409.57,88.96,320.61,OK,11.42,OK,43.54,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 820,FCW,1,820,820,CAMPK,1,STORM,2,Barnes Meadow Outflow,BMD_080421,BMD,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_OUT,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,11,11,2.51,,3.75,,,,,,13.22,0.59,6.96,432.13,68.75,2.32,0.25,1.2,1.1,7.19,0.05,1.72,0.3,0,10.41,0.07,0.19,0.26,0.33,432.13,0.11,358.91,90.29,100.96,30.59,13.91,2.42,48.4,4.82,0,216.72,704.5,594.77,1299.27,8.45,580.74,269.95,310.8,OK,0.86,OK,69.34,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 821,FCW,1,821,821,CAMPK,1,STORM,2,Barnes Meadow Reservoir,BRNR_080421,BRNR,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_POOL,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,5,5,,,3.09,,,,,,12.68,0.45,7.23,427.66,69.75,2.43,0.03,1.25,1.43,9.49,0.05,1.7,0.02,0,12.06,0,0.02,0.02,0.42,427.66,0.06,473.6,117.88,105.87,31.84,1.44,2.63,47.98,0.25,0,251.14,729.66,730.7,1460.35,-0.07,729.2,299.37,429.83,OK,11.62,OK,77.86,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 822,FCW,1,822,822,CAMPK,1,STORM,2,Chambers Reservoir,CBRR_080421,CBRR,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_OUT,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,3.75,3.75,,,2.53,,,,,,7.56,0.32,7.17,295.52,34.22,1.34,0.01,0.75,0.72,4.07,0.07,0.43,0.01,0,3.31,0,0.01,0.01,0.31,295.52,0.07,203.22,59.25,58.46,19.05,0.72,3.47,12.23,0.13,0,68.89,380.24,340.77,721.01,5.47,339.98,81.25,258.73,OK,6.23,OK,36.35,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 823,FCW,1,823,823,CAMPK,1,STORM,2,Chambers Outflow,CHD_080421,CHD,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,RES_OUT,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,4-Aug-21,8,2,2021,#NULL!,#NULL!,#NULL!,#NULL!,NORM,,NORM,1,#NULL!,2.46,,4.75,4.75,5.1,,1.72,,,,,,7.35,0.22,6.99,392.59,47.02,1.58,0.04,0.91,1.05,6.23,0.07,0.54,0.03,0,3.17,0.01,0.03,0.04,0.18,392.59,0.1,310.63,85.99,68.51,23.38,2.44,3.42,15.32,0.43,0,65.9,477.66,491.05,968.71,-1.38,488.5,81.65,406.85,OK,2.93,OK,48.4,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 839,FCW,1,839,839,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,6-Aug-21,8,2,2021,7:20:00 PM,5,1,0,ISCO,ISCO Storm Event,ISCO,5,12.54,2,,70.3,70.3,27.63,,,,,,,,11.55,0.54,7.13,590.17,76.47,2.09,0.04,1.46,1.99,9.82,0.08,1.21,0.79,0.11,6.87,0.18,0.03,0.21,0.34,590.17,0.07,489.77,163.75,90.91,37.39,1.94,4.11,34.24,12.76,1.12,143,785.4,783.84,1569.24,0.1,781.83,190,591.82,OK,4.4,OK,79.83,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 840,FCW,1,840,840,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,6-Aug-21,8,2,2021,7:40:00 PM,5,2,20,ISCO,ISCO Storm Event,ISCO,5,12.3,2,,160.32,160.32,,,,,,,,,12.41,0.53,6.96,766.47,102.61,6.51,0.1,1.88,2.04,10.1,0.08,1.4,1.79,0.14,7.52,0.4,0.08,0.48,0.05,766.47,0.11,503.79,167.95,283.17,48.01,5.71,4.42,39.35,28.9,1.47,156.52,997.15,1008.74,2005.88,-0.58,1002.92,224.78,778.14,OK,-1.14,OK,101.44,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 841,FCW,1,841,841,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,6-Aug-21,8,2,2021,8:00:00 PM,5,3,40,ISCO,ISCO Storm Event,ISCO,5,12.08,2,,168.5,168.5,,,,,,,,,12.55,0.56,6.97,776.09,101.89,6.38,0.09,1.93,2.05,10.18,0.08,1.36,1.8,0.13,7.34,0.41,0.07,0.48,0.09,776.09,0.11,507.98,168.77,277.51,49.34,4.99,4.11,38.48,28.99,1.33,152.78,1001.77,1008.71,2010.48,-0.34,1003.61,220.24,783.36,OK,-0.33,OK,101.56,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 842,FCW,1,842,842,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,6-Aug-21,8,2,2021,8:20:00 PM,5,4,60,ISCO,ISCO Storm Event,ISCO,5,12,2,,130.3,130.3,,,,,,,,,13.09,0.58,7.01,863.64,108.23,8.65,0.09,1.85,2.04,9.98,0.09,1.43,1.5,0.09,7.3,0.34,0.07,0.41,0.18,863.64,0.1,497.85,167.87,376.25,47.37,4.82,4.47,40.2,24.26,0.97,152,1085.54,1094.26,2179.81,-0.4,1089.34,216.46,872.88,OK,0.9,OK,109.2,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 843,FCW,1,843,843,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,6-Aug-21,8,2,2021,9:40:00 PM,5,5,140,ISCO,ISCO Storm Event,ISCO,5,11.69,2,,103.3,103.3,,,,,,,,,13.25,0.6,7.07,797.54,100.15,7.19,0.08,1.53,2.02,9.65,0.09,1.33,1.53,0.11,6.81,0.35,0.06,0.41,0.19,797.54,0.08,481.64,166.14,312.75,39.21,4.32,4.68,37.52,24.73,1.2,141.7,1007.37,1004.14,2011.51,0.16,999.73,203.94,795.79,OK,0.61,OK,100.76,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 844,FCW,1,844,844,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,6-Aug-21,8,2,2021,11:20:00 PM,5,6,240,ISCO,ISCO Storm Event,ISCO,5,11.4,2,,55.2,55.2,,,,,,,,,14.31,0.57,7.2,880.95,106.1,9.2,0.02,1.43,1.98,9.43,0.1,1.2,0.95,0.1,6.84,0.22,0.02,0.23,0.34,880.95,0.06,470.61,163.18,400.18,36.52,1.11,5.37,33.81,15.4,1.01,142.46,1079,1071.66,2150.66,0.34,1070.49,191.67,878.82,OK,0.48,OK,106.61,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 845,FCW,1,845,845,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,6-Aug-21,8,2,2021,11:40:00 PM,5,7,260,ISCO,ISCO Storm Event,ISCO,5,11.28,2,,62.2,62.2,,,,,,,,,15,0.58,7.21,840.14,102.15,8.27,0.02,1.4,1.98,9.36,0.1,1.22,1.06,0.12,6.84,0.24,0.02,0.26,0.32,840.14,0.06,467.12,162.52,359.73,35.83,1.11,5.26,34.51,17.12,1.31,142.4,1040.75,1026.36,2067.11,0.7,1025.19,194.03,831.16,OK,0.6,OK,102.76,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 846,FCW,1,846,846,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,7-Aug-21,8,2,2021,12:00:00 AM,5,8,280,ISCO,ISCO Storm Event,ISCO,5,11.18,2,,#NULL!,157,,,,,,,,,14.31,0.62,6.93,641.04,83.87,3.73,0.02,1.55,1.96,9.31,0.12,1.17,1.03,0.19,6.83,0.23,0.01,0.25,0.38,641.04,0.12,464.37,160.87,162.25,39.52,1.05,6.42,32.97,16.57,1.97,142.23,841.2,828.18,1669.38,0.78,827.01,191.77,635.23,OK,0.54,OK,84.32,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 847,FCW,1,847,847,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,7-Aug-21,8,2,2021,12:20:00 AM,5,9,300,ISCO,ISCO Storm Event,ISCO,5,11.04,2,,251.96,251.96,,,,,,,,,13.51,0.63,7.03,630.81,83.68,3.83,0.03,1.53,1.9,9.24,0.07,1.23,1.3,0.3,6.62,0.29,0.02,0.31,0.31,630.81,0.09,461.28,156.35,166.6,39.11,1.5,3.74,34.6,20.89,3.19,137.92,831.15,824.92,1656.06,0.38,823.33,193.41,629.92,OK,0.2,OK,83.84,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 848,FCW,1,848,848,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,7-Aug-21,8,2,2021,12:40:00 AM,5,10,320,ISCO,ISCO Storm Event,ISCO,5,10.94,2,,222.397,222.4,,,,,,,,,14.33,0.65,6.98,682.99,86.12,5.03,0.01,1.58,1.88,9.08,0.07,1.24,1.08,0.19,6.58,0.24,0.01,0.25,0.39,682.99,0.1,452.84,154.45,218.79,40.28,0.78,3.58,35.02,17.39,1.96,136.98,877.92,867.25,1745.18,0.61,866.37,189.39,676.99,OK,2.05,OK,87.89,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 849,FCW,1,849,849,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,7-Aug-21,8,2,2021,1:00:00 AM,5,11,340,ISCO,ISCO Storm Event,ISCO,5,10.79,2,,192.5,192.5,,,,,,,,,14.29,0.67,7.03,568.21,77.5,2.72,0.02,1.53,1.86,8.92,0.07,1.18,1.19,0.3,6.55,0.27,0.01,0.28,0.39,568.21,0.09,445.16,152.89,118.31,39.13,1.05,3.63,33.31,19.25,3.17,136.41,763.99,756.64,1520.64,0.48,755.5,188.97,566.52,OK,-0.13,OK,77.4,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 850,FCW,1,850,850,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,7-Aug-21,8,2,2021,1:20:00 AM,5,12,360,ISCO,ISCO Storm Event,ISCO,5,10.73,2,,166.2,166.2,,,,,,,,,14.51,0.69,7.11,563.62,77.53,2.76,0.02,1.52,1.86,8.9,0.07,1.19,1.25,0.21,6.55,0.28,0.01,0.3,0.39,563.62,0.08,444.21,153.38,120.05,38.75,1,3.63,33.5,20.11,2.16,136.3,759.34,757.47,1516.81,0.12,756.4,189.92,566.48,OK,-0.31,OK,77.29,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 851,FCW,1,851,851,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,7-Aug-21,8,2,2021,1:40:00 AM,5,13,380,ISCO,ISCO Storm Event,ISCO,5,10.61,2,,147,147,,,,,,,,,14.39,0.7,7.09,564.87,77.38,2.82,0.03,1.5,1.85,8.83,0.07,1.19,1.28,0.2,6.44,0.29,0.02,0.31,0.39,564.87,0.08,440.72,152.31,122.66,38.47,1.39,3.9,33.56,20.69,2.1,133.99,759.1,755.63,1514.73,0.23,754.16,188.23,565.93,OK,-0.32,OK,77.13,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 852,FCW,1,852,852,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,7-Aug-21,8,2,2021,2:00:00 AM,5,14,400,ISCO,ISCO Storm Event,ISCO,5,10.54,2,,168,168,,,,,,,,,14.71,0.72,6.99,597.22,79.04,2.81,0.05,1.54,1.88,9.1,0.07,1.5,0.68,0.19,6.15,0.15,0.03,0.19,0.53,597.22,0.1,454.04,154.87,122.23,39.36,2.49,3.79,42.28,11.02,2,128.03,784.35,773.1,1557.45,0.72,770.5,181.34,589.16,OK,-0.03,OK,79.01,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 853,FCW,1,853,853,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,7-Aug-21,8,2,2021,2:20:00 AM,5,15,420,ISCO,ISCO Storm Event,ISCO,5,10.47,2,,#NULL!,120,,,,,,,,,15.21,0.78,6.81,590.56,78.43,2.57,0.05,1.79,1.88,9.35,0.07,1.13,1.01,0.24,5.92,0.23,0.04,0.26,0.52,590.56,0.16,466.42,154.78,111.79,45.68,2.61,3.42,31.93,16.26,2.48,123.17,767.82,781.43,1549.25,-0.88,778.67,171.36,607.31,OK,0.21,OK,78.59,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
FCW 854,FCW,1,854,854,CAMPK,1,STORM,2,FISH_ISCO,FISH_081121,FISH_ISCO,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,ISCO,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,BURNED,2,POST,2,,,,,7-Aug-21,8,2,2021,2:40:00 AM,5,16,440,ISCO,ISCO Storm Event,ISCO,5,10.35,2,,#NULL!,110,,,,,,,,,15.73,0.82,6.8,628.21,78.23,2.41,0.1,2.2,1.92,9.55,0.06,1.09,1.07,0.14,5.81,0.24,0.07,0.32,0.5,628.21,0.16,476.35,158.24,104.83,56.27,5.27,3.32,30.75,17.33,1.52,121.06,802.18,801.11,1603.28,0.07,795.68,169.14,626.55,OK,4.01,OK,81.37,,,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
